,Suburb,Address,Type,Price,Method,Date,Distance,Postcode,Landsize,Lattitude,Longtitude,Regionname,Propertycount
10039,Ringwood North,2/65 Evelyn Rd,Unit,602000.0,Property sold,2017-06-17,19.9,3134,209.0,-37.79894,145.22697,Eastern Metropolitan,3619
10040,Richmond,2/50 Palmer St,Unit,534000.0,Property sold,2017-06-17,2.4,3121,1347.0,-37.81893,145.00631,Northern Metropolitan,14949
10041,Richmond,17/47 Mary St,House,1190000.0,Property sold,2017-06-17,2.4,3121,105.0,-37.82146,145.00203,Northern Metropolitan,14949
10042,Richmond,51 Garfield St,House,1120000.0,Property sold,2017-06-17,2.4,3121,134.0,-37.81186,144.99472,Northern Metropolitan,14949
10043,Richmond,10 Campbell St,House,1275000.0,Property sold,2017-06-17,2.4,3121,110.0,-37.82324000000001,145.01331000000005,Northern Metropolitan,14949
10044,Richmond,182 Buckingham St,Townhouse,1255000.0,Property sold,2017-06-17,2.4,3121,124.0,-37.8147,145.00852,Northern Metropolitan,14949
10045,Richmond,4 Bell St,House,1172000.0,Property sold,2017-06-17,2.4,3121,155.0,-37.82418,145.00185,Northern Metropolitan,14949
10046,Reservoir,36 Sturdee St,House,780000.0,Property passed in,2017-06-17,12.0,3073,893.0,-37.69964,145.00945,Northern Metropolitan,21650
10047,Reservoir,149 Spring St,House,850000.0,Property sold,2017-06-17,12.0,3073,494.0,-37.72596,145.00113000000005,Northern Metropolitan,21650
10048,Richmond,7 Wiltshire St,House,1425000.0,Property sold,2017-06-17,2.4,3121,81.0,-37.82622,144.99879,Northern Metropolitan,14949
10049,Dallas,17 Hampden St,House,408500.0,Property sold,2017-06-24,14.0,3047,584.0,-37.67159,144.94522,Northern Metropolitan,2246
10050,Dallas,50 Kaniva St,House,310000.0,Property sold,2017-06-24,14.0,3047,595.0,-37.66648,144.93399,Northern Metropolitan,2246
10051,Dandenong,4 Bess Ct,House,620000.0,Property passed in,2017-06-24,24.7,3175,597.0,-37.98265,145.22696000000005,South-Eastern Metropolitan,10894
10052,Deer Park,32 Kynoch St,House,650000.0,Property sold,2017-06-24,14.8,3023,709.0,-37.76336,144.7725,Western Metropolitan,6388
10053,Deer Park,43 Poole St,House,716000.0,Property sold,2017-06-24,14.8,3023,693.0,-37.77371,144.76918999999995,Western Metropolitan,6388
10054,Deer Park,1 Quinn St,House,645000.0,Property sold,2017-06-24,14.8,3023,586.0,-37.7728,144.76941000000005,Western Metropolitan,6388
10055,Dingley Village,1 Chadree Ct,House,840000.0,Property sold,2017-06-24,22.2,3172,542.0,-37.98536,145.13433999999995,South-Eastern Metropolitan,3940
10056,Doncaster East,7 Octantis St,House,1369000.0,Property sold,2017-06-24,14.3,3109,696.0,-37.77973,145.16473,Eastern Metropolitan,10999
10057,Dingley Village,22 Shannon Ct,House,955000.0,Property sold,2017-06-24,22.2,3172,619.0,-37.97545,145.12053999999995,South-Eastern Metropolitan,3940
10058,Doncaster East,28 Greendale Rd,House,1255000.0,Sold after auction,2017-06-24,14.3,3109,348.0,-37.79759,145.16422,Eastern Metropolitan,10999
10059,Donvale,40 Astelot Dr,House,902000.0,Property sold,2017-06-24,16.1,3111,649.0,-37.80274,145.17952,Eastern Metropolitan,4790
10060,Eltham North,42 Parry Rd,House,967500.0,Property sold,2017-06-24,18.0,3095,768.0,-37.69031,145.14557,Eastern Metropolitan,2346
10061,East Melbourne,24/108 George St,Unit,885000.0,Property sold,2017-06-24,1.3,3002,1489.0,-37.81525,144.98678,Northern Metropolitan,3040
10062,Croydon,30 Hull Rd,House,860000.0,Vendor Bid,2017-06-24,23.0,3136,907.0,-37.79636,145.29351,Eastern Metropolitan,11925
10063,Dingley Village,13 Dorrington Ct,House,801000.0,Property sold prior,2017-06-24,22.2,3172,526.0,-37.98217,145.14061,South-Eastern Metropolitan,3940
10064,Croydon,22 Hull Rd,House,720000.0,Vendor Bid,2017-06-24,23.0,3136,815.0,-37.7969,145.29273999999995,Eastern Metropolitan,11925
10065,Pascoe Vale,44 Arndt Rd,House,955000.0,Property sold,2017-06-24,8.5,3044,645.0,-37.72029000000001,144.92896000000005,Northern Metropolitan,7485
10066,Craigieburn,7 Perisher Dr,House,425000.0,Property sold,2017-06-24,20.6,3064,263.0,-37.57307,144.92513,Northern Metropolitan,15510
10067,Chelsea Heights,17 Amaroo Dr,House,732000.0,Property sold,2017-06-24,27.0,3196,536.0,-38.03526,145.13286000000005,South-Eastern Metropolitan,2076
10068,Eltham North,216 Progress Rd,House,890000.0,Property passed in,2017-06-24,18.0,3095,786.0,-37.70257,145.14995,Eastern Metropolitan,2346
10069,Cheltenham,4 Allnutt Ct,House,800000.0,Property sold prior,2017-06-24,17.9,3192,366.0,-37.96877,145.07484,Southern Metropolitan,9758
10070,Cheltenham,17 Barclay Dr,House,877000.0,Property sold,2017-06-24,17.9,3192,533.0,-37.96257,145.08252,Southern Metropolitan,9758
10071,Cheltenham,31 Eden St,House,1255000.0,Property sold,2017-06-24,17.9,3192,712.0,-37.97145,145.06132,Southern Metropolitan,9758
10072,Cheltenham,44 Eunice Dr,House,900000.0,Property sold,2017-06-24,17.9,3192,537.0,-37.96388,145.07807,Southern Metropolitan,9758
10073,Cheltenham,14 Tuck St,House,1199000.0,Property sold,2017-06-24,17.9,3192,552.0,-37.97069000000001,145.05928,Southern Metropolitan,9758
10074,Cheltenham,61 Weatherall Rd,House,1500000.0,Property sold,2017-06-24,17.9,3192,724.0,-37.97076,145.04186,Southern Metropolitan,9758
10075,Clayton,1/10 Morton St,Unit,780000.0,Property sold prior,2017-06-24,16.7,3168,318.0,-37.91712,145.13625,South-Eastern Metropolitan,5837
10076,Coburg,10 Jersey St,House,862500.0,Property sold,2017-06-24,6.7,3058,490.0,-37.73533,144.95303,Northern Metropolitan,11204
10077,Coburg,17 Quarry Cct,House,1020000.0,Property passed in,2017-06-24,6.7,3058,441.0,-37.73572,144.97256000000004,Northern Metropolitan,11204
10078,Coburg,34 Soudan St,House,996000.0,Property sold,2017-06-24,6.7,3058,476.0,-37.73883,144.95321,Northern Metropolitan,11204
10079,Collingwood,147 Easey St,House,1095000.0,Property sold prior,2017-06-24,2.0,3066,151.0,-37.79853,144.99256,Northern Metropolitan,4553
10080,Craigieburn,17 Chinnock Ct,House,680000.0,Property passed in,2017-06-24,20.6,3064,646.0,-37.59902,144.92517,Northern Metropolitan,15510
10081,Craigieburn,27 Kensley Cct,House,492000.0,Property sold,2017-06-24,20.6,3064,479.0,-37.57005,144.91908999999995,Northern Metropolitan,15510
10082,Croydon,62 Croydon Rd,House,985500.0,Property sold,2017-06-24,23.0,3136,973.0,-37.78964000000001,145.2829,Eastern Metropolitan,11925
10083,Elwood,105 Mitford St,House,1800000.0,Vendor Bid,2017-06-24,7.2,3184,188.0,-37.87818,144.98532,Southern Metropolitan,8989
10084,Glen Iris,1 Hillcrest Rd,House,2450000.0,Property sold,2017-06-24,7.3,3146,910.0,-37.86194,145.07256,Southern Metropolitan,10412
10085,Essendon,106/1020 Mt Alexander Rd,Unit,720000.0,Property passed in,2017-06-24,7.5,3040,1523.0,-37.74999,144.91447,Western Metropolitan,9264
10086,Glen Iris,1/64 Glen Iris Rd,Townhouse,1610000.0,Property sold,2017-06-24,7.3,3146,364.0,-37.84897,145.06804,Southern Metropolitan,10412
10087,Caulfield South,485 Hawthorn Rd,House,960000.0,Property sold,2017-06-24,8.7,3162,294.0,-37.89542,145.02057,Southern Metropolitan,5051
10088,Glen Iris,1610 Malvern Rd,House,2250000.0,Vendor Bid,2017-06-24,7.3,3146,1110.0,-37.85723,145.0547,Southern Metropolitan,10412
10089,Glenroy,44 Lytton St,House,1100000.0,Property sold prior,2017-06-24,11.2,3046,1017.0,-37.70705,144.91011,Northern Metropolitan,8870
10090,Glenroy,1/8 York St,House,512000.0,Property sold,2017-06-24,11.2,3046,197.0,-37.70489,144.91033000000004,Northern Metropolitan,8870
10091,Gowanbrae,10 Wonga Pl,House,820000.0,Vendor Bid,2017-06-24,12.9,3043,620.0,-37.70377,144.90216999999996,Western Metropolitan,1071
10092,Glen Iris,8 Cloverdale Rd,House,2180000.0,Property sold prior,2017-06-24,7.3,3146,595.0,-37.85775,145.07196000000005,Southern Metropolitan,10412
10093,Greensborough,4 Alexandra St,House,1050000.0,Vendor Bid,2017-06-24,16.1,3088,616.0,-37.70557,145.10859,Northern Metropolitan,8524
10094,Greensborough,15 Carnon St,House,895000.0,Property sold,2017-06-24,16.1,3088,1036.0,-37.69538,145.11543,Northern Metropolitan,8524
10095,Greensborough,17 Nokuna Ct,House,730000.0,Property sold,2017-06-24,16.1,3088,563.0,-37.68995,145.09399,Northern Metropolitan,8524
10096,Greensborough,3 Perrumba St,House,880000.0,Vendor Bid,2017-06-24,16.1,3088,789.0,-37.69817000000001,145.12852,Northern Metropolitan,8524
10097,Greensborough,22 Yangoora Pl,House,925000.0,Property sold prior,2017-06-24,16.1,3088,1070.0,-37.69999,145.1279,Northern Metropolitan,8524
10098,Greenvale,13 Ambleside Rd,House,770000.0,Property passed in,2017-06-24,20.4,3059,775.0,-37.64385,144.89221,Northern Metropolitan,4864
10099,Greenvale,5 Barmah Gra,House,715000.0,Property sold,2017-06-24,20.4,3059,680.0,-37.61236,144.90753,Northern Metropolitan,4864
10100,Greensborough,67 Alexandra St,House,1326000.0,Property sold,2017-06-24,16.1,3088,1020.0,-37.70821,145.10405,Northern Metropolitan,8524
10101,Essendon,22 Lyon St,House,1200000.0,Property sold,2017-06-24,7.5,3040,470.0,-37.75225,144.90462,Western Metropolitan,9264
10102,Glen Iris,20 Britten St,House,2862000.0,Property sold,2017-06-24,7.3,3146,858.0,-37.85636,145.06405,Southern Metropolitan,10412
10103,Frankston South,160 Overport Rd,House,860000.0,Property sold,2017-06-24,38.0,3199,4780.0,-38.18255,145.11986000000005,South-Eastern Metropolitan,7566
10104,Essendon,11/139 Napier St,Unit,410000.0,Vendor Bid,2017-06-24,7.5,3040,0.0,-37.75122,144.91805,Western Metropolitan,9264
10105,Essendon,116 Ogilvie St,Unit,930000.0,Property sold,2017-06-24,7.5,3040,223.0,-37.74566,144.89346,Western Metropolitan,9264
10106,Essendon,3/222 Pascoe Vale Rd,Unit,600000.0,Property sold,2017-06-24,7.5,3040,132.0,-37.75344000000001,144.92616,Western Metropolitan,9264
10107,Essendon West,10 Beryl St,House,1390000.0,Property sold,2017-06-24,7.5,3040,793.0,-37.74944,144.88478999999995,Western Metropolitan,588
10108,Fawkner,8 Baird St,House,761000.0,Property sold,2017-06-24,13.1,3060,665.0,-37.70673,144.97108,Northern Metropolitan,5070
10109,Fawkner,16 Wurruk St,House,650000.0,Vendor Bid,2017-06-24,13.1,3060,616.0,-37.71245,144.97059,Northern Metropolitan,5070
10110,Gladstone Park,10 Ballard Cl,House,653000.0,Property sold prior,2017-06-24,12.9,3043,618.0,-37.6953,144.89837,Western Metropolitan,3285
10111,Fitzroy,7/43 Argyle St,Unit,700000.0,Vendor Bid,2017-06-24,2.1,3065,470.0,-37.79723,144.97686000000004,Northern Metropolitan,5825
10112,Fitzroy North,99 Newry St,House,1680000.0,Property sold,2017-06-24,3.6,3068,185.0,-37.7907,144.98163,Northern Metropolitan,6244
10113,Flemington,139 Victoria St,House,1340000.0,Property sold prior,2017-06-24,3.4,3031,302.0,-37.7845,144.93582,Northern Metropolitan,3593
10114,Forest Hill,309 Springvale Rd,House,800000.0,Vendor Bid,2017-06-24,15.4,3131,617.0,-37.8318,145.17368000000005,Eastern Metropolitan,4385
10115,Frankston,5 Almora Cl,House,545000.0,Property sold,2017-06-24,38.0,3199,571.0,-38.14444,145.16788,South-Eastern Metropolitan,17055
10116,Frankston,14 Berringa St,House,570000.0,Property sold,2017-06-24,38.0,3199,537.0,-38.14264,145.14684,South-Eastern Metropolitan,17055
10117,Frankston,22 Bradshaw St,House,715000.0,Property sold,2017-06-24,38.0,3199,1424.0,-38.13442,145.13548,South-Eastern Metropolitan,17055
10118,Fitzroy North,59 Batman St,House,1275000.0,Property sold prior,2017-06-24,3.6,3068,153.0,-37.78327,144.9791,Northern Metropolitan,6244
10119,Caulfield North,7 Wilks St,House,1520000.0,Property passed in,2017-06-24,7.8,3161,426.0,-37.86323,145.01428,Southern Metropolitan,6923
10120,Brunswick,240 Barkly St,House,1275000.0,Property passed in,2017-06-24,5.2,3056,406.0,-37.77655,144.96325,Northern Metropolitan,11918
10121,Caroline Springs,9 Hounslow Grn,House,1150000.0,Property sold prior,2017-06-24,14.8,3023,688.0,-37.74281,144.72513,Western Metropolitan,7719
10122,Ascot Vale,97 The Crescent,House,1100000.0,Property passed in,2017-06-24,4.3,3032,239.0,-37.77263,144.92045,Western Metropolitan,6567
10123,Ashburton,103 Fakenham Rd,House,1850000.0,Property sold,2017-06-24,10.2,3147,720.0,-37.86286,145.09228000000004,Southern Metropolitan,3052
10124,Ashwood,4 Moore St,House,1425000.0,Property sold,2017-06-24,10.2,3147,778.0,-37.86301,145.11158999999995,Southern Metropolitan,2894
10125,Avondale Heights,7A Downland Sq,House,773000.0,Property sold,2017-06-24,9.5,3034,344.0,-37.75861,144.86687,Western Metropolitan,4502
10126,Balaclava,5a Rosamond St,House,1475000.0,Property sold,2017-06-24,6.4,3183,147.0,-37.86997,144.9908,Southern Metropolitan,2952
10127,Balwyn,3 Narrak Rd,House,2180000.0,Property passed in,2017-06-24,7.9,3103,646.0,-37.81369,145.09486,Southern Metropolitan,5682
10128,Ascot Vale,68 South St,House,1375000.0,Property sold,2017-06-24,4.3,3032,483.0,-37.7777,144.92512,Western Metropolitan,6567
10129,Balwyn North,22 Abbott St,House,1500000.0,Vendor Bid,2017-06-24,9.7,3104,943.0,-37.79219000000001,145.10214,Southern Metropolitan,7809
10130,Balwyn North,3/4 Lemon Rd,Unit,682000.0,Property sold,2017-06-24,9.7,3104,140.0,-37.79334,145.10025,Southern Metropolitan,7809
10131,Bayswater,7 Huxley Ct,House,1030000.0,Property sold,2017-06-24,23.2,3153,1094.0,-37.85757,145.2615,Eastern Metropolitan,5030
10132,Bayswater North,65a Greenhill Rd,Unit,700000.0,Vendor Bid,2017-06-24,23.2,3153,535.0,-37.82481,145.26519,Eastern Metropolitan,3598
10133,Beaconsfield Upper,6 Paul Gr,House,675000.0,Property sold prior,2017-06-24,39.8,3808,1031.0,-38.00224,145.41081,Eastern Victoria,973
10134,Bentleigh,8 Vickery St,House,1900000.0,Vendor Bid,2017-06-24,11.4,3204,644.0,-37.91753,145.03907,Southern Metropolitan,6795
10135,Bentleigh East,125 Bignell Rd,House,1410000.0,Property sold,2017-06-24,13.8,3165,722.0,-37.93179,145.06957,Southern Metropolitan,10969
10136,Balwyn North,37 Cascade St,House,3200000.0,Vendor Bid,2017-06-24,9.7,3104,836.0,-37.78839,145.07076,Southern Metropolitan,7809
10137,Bentleigh East,1/16 Brady Rd,Townhouse,817000.0,Property sold,2017-06-24,13.8,3165,332.0,-37.93462,145.06562,Southern Metropolitan,10969
10138,Ascot Vale,18A Middle St,Townhouse,1200000.0,Property sold,2017-06-24,4.3,3032,198.0,-37.7771,144.92793,Western Metropolitan,6567
10139,Ascot Vale,103b Maribyrnong Rd,Unit,819000.0,Property sold,2017-06-24,4.3,3032,166.0,-37.7719,144.91565,Western Metropolitan,6567
10140,Parkdale,36A Warrigal Rd,House,1400000.0,Vendor Bid,2017-06-24,21.5,3195,259.0,-37.9905,145.06999,South-Eastern Metropolitan,5087
10141,Abbotsford,2 Federation La,House,855000.0,Property sold,2017-06-24,3.0,3067,92.0,-37.79683,144.99586000000005,Northern Metropolitan,4019
10142,Aberfeldie,435 Buckley St,House,1210000.0,Property sold,2017-06-24,7.5,3040,645.0,-37.75418,144.89016999999996,Western Metropolitan,1543
10143,Airport West,2/19 Hart St,Unit,737500.0,Property sold prior,2017-06-24,10.4,3042,143.0,-37.72967,144.88835,Western Metropolitan,3464
10144,Airport West,4 Myrtle Gr,House,905000.0,Property sold,2017-06-24,10.4,3042,573.0,-37.72908,144.88326999999995,Western Metropolitan,3464
10145,Albanvale,28 Oakwood Rd,House,526500.0,Property sold,2017-06-24,14.0,3021,529.0,-37.7438,144.77059,Western Metropolitan,1899
10146,Ascot Vale,18 McCully St,House,990000.0,Property sold,2017-06-24,4.3,3032,196.0,-37.77552,144.92022,Western Metropolitan,6567
10147,Albert Park,3/78 Kerferd Rd,Unit,685000.0,Property passed in,2017-06-24,3.0,3206,324.0,-37.84469,144.95578,Southern Metropolitan,3280
10148,Alphington,1 Shiers St,House,1800000.0,Property sold,2017-06-24,5.7,3078,605.0,-37.77474,145.03011999999995,Northern Metropolitan,2211
10149,Alphington,10/14 Yarralea St,House,330000.0,Vendor Bid,2017-06-24,5.7,3078,60.0,-37.78469000000001,145.03239,Northern Metropolitan,2211
10150,Altona,2 Finch St,House,1020000.0,Property sold prior,2017-06-24,11.0,3018,570.0,-37.87028,144.80749,Western Metropolitan,5301
10151,Altona,29 Seves St,House,1280000.0,Property sold,2017-06-24,11.0,3018,798.0,-37.86677,144.83722,Western Metropolitan,5301
10152,Altona North,164 Mills St,House,875000.0,Property sold,2017-06-24,9.4,3025,563.0,-37.83344,144.85586,Western Metropolitan,5132
10153,Ascot Vale,75B Bloomfield Rd,House,1010000.0,Property sold,2017-06-24,4.3,3032,150.0,-37.77639,144.91666,Western Metropolitan,6567
10154,Albert Park,354 Montague St,House,1800000.0,Vendor Bid,2017-06-24,3.0,3206,130.0,-37.842,144.95601000000005,Southern Metropolitan,3280
10155,Carrum,3/13 Graham Rd,Unit,590000.0,Property sold,2017-06-24,31.2,3197,179.0,-38.07483,145.13133,South-Eastern Metropolitan,1989
10156,Bentleigh East,12 Kennedy St,House,1815000.0,Property sold,2017-06-24,13.8,3165,933.0,-37.91954000000001,145.07637,Southern Metropolitan,10969
10157,Berwick,5 Gretel Pl,House,690000.0,Property sold,2017-06-24,35.2,3806,703.0,-38.03062,145.35951,Eastern Victoria,17093
10158,Brunswick West,27 Halpin St,House,1445000.0,Property sold,2017-06-24,5.2,3055,613.0,-37.76883,144.94592,Northern Metropolitan,7082
10159,Bundoora,74 Arthur St,House,796000.0,Property sold,2017-06-24,12.1,3083,534.0,-37.69852,145.04836,Northern Metropolitan,10175
10160,Bundoora,5 Cole Ct,House,769000.0,Property sold,2017-06-24,12.1,3083,662.0,-37.69582,145.07639,Northern Metropolitan,10175
10161,Bundoora,33 Jacqueline Rd,House,690000.0,Property passed in,2017-06-24,12.1,3083,513.0,-37.69548,145.07377,Northern Metropolitan,10175
10162,Burwood,13 Elizabeth St,House,1325000.0,Property sold,2017-06-24,10.4,3125,756.0,-37.85683,145.09635,Southern Metropolitan,5678
10163,Burwood,20 Pearce St,House,1052000.0,Property sold,2017-06-24,10.4,3125,801.0,-37.85541,145.12836,Southern Metropolitan,5678
10164,Brunswick West,1 Egginton St,House,1268000.0,Property sold prior,2017-06-24,5.2,3055,645.0,-37.76097,144.93933,Northern Metropolitan,7082
10165,Camberwell,19/995 Burke Rd,Unit,555000.0,Property sold,2017-06-24,7.7,3124,2685.0,-37.82277,145.0581,Southern Metropolitan,8920
10166,Carlton,254 Elgin St,House,1000000.0,Property passed in,2017-06-24,1.6,3053,96.0,-37.79674,144.96563,Northern Metropolitan,6786
10167,Carlton,2/42 Grattan Pl,Unit,720000.0,Vendor Bid,2017-06-24,1.6,3053,3481.0,-37.80087,144.96622,Northern Metropolitan,6786
10168,Carlton North,454 Canning St,House,1717500.0,Property sold,2017-06-24,3.5,3054,202.0,-37.78621,144.97512,Northern Metropolitan,3106
10169,Carlton North,570 Canning St,House,2400000.0,Property sold prior,2017-06-24,3.5,3054,163.0,-37.7835,144.97556,Northern Metropolitan,3106
10170,Carlton North,771 Rathdowne St,House,1950000.0,Property sold,2017-06-24,3.5,3054,309.0,-37.78659,144.97211,Northern Metropolitan,3106
10171,Carnegie,31A Gnarwyn Rd,Townhouse,817500.0,Property sold,2017-06-24,10.1,3163,292.0,-37.89431,145.05902,Southern Metropolitan,7822
10172,Canterbury,3/900 Burke Rd,Townhouse,1381000.0,Property sold,2017-06-24,8.4,3126,230.0,-37.81653,145.05971,Southern Metropolitan,3265
10173,Bentleigh East,10 Majdal St,House,1225000.0,Property sold prior,2017-06-24,13.8,3165,580.0,-37.90984,145.08001000000004,Southern Metropolitan,10969
10174,Brunswick,14 Peveril St,House,730000.0,Property sold,2017-06-24,5.2,3056,190.0,-37.75676,144.96286,Northern Metropolitan,11918
10175,Brunswick,1/15 Cassels Rd,Unit,520000.0,Property sold prior,2017-06-24,5.2,3056,0.0,-37.75788,144.95935,Northern Metropolitan,11918
10176,Blackburn,1/10 Duckham St,House,880000.0,Property passed in,2017-06-24,13.4,3130,335.0,-37.82876,145.13808999999995,Eastern Metropolitan,5713
10177,Blackburn,14 Kerr St,House,1562000.0,Property sold,2017-06-24,13.4,3130,592.0,-37.81175,145.14213999999996,Eastern Metropolitan,5713
10178,Blackburn,31 Stanley Gr,House,1530000.0,Property sold,2017-06-24,13.4,3130,785.0,-37.81321,145.14635,Eastern Metropolitan,5713
10179,Blackburn South,14 Indra Rd,House,1264000.0,Property sold,2017-06-24,13.4,3130,579.0,-37.83831,145.13985,Eastern Metropolitan,4387
10180,Box Hill,57 Combarton St,House,2150500.0,Property passed in,2017-06-24,10.9,3128,786.0,-37.82616,145.12748,Eastern Metropolitan,4605
10181,Braybrook,15 McLennan St,House,810000.0,Vendor Bid,2017-06-24,8.6,3019,649.0,-37.78261,144.84954,Western Metropolitan,3589
10182,Brunswick,25 Ford St,House,1204000.0,Property sold,2017-06-24,5.2,3056,186.0,-37.76227,144.95649,Northern Metropolitan,11918
10183,Braybrook,15 Myalla St,House,570000.0,Vendor Bid,2017-06-24,8.6,3019,567.0,-37.7877,144.84757,Western Metropolitan,3589
10184,Brighton,10A Hartley St,Townhouse,3275000.0,Property sold prior,2017-06-24,10.5,3186,289.0,-37.92576,144.99233,Southern Metropolitan,10579
10185,Brighton East,9 Baird St,House,2720000.0,Property sold,2017-06-24,10.3,3187,792.0,-37.92882,145.01109,Southern Metropolitan,6938
10186,Brighton East,13 Churchill Ct,House,2525000.0,Property sold,2017-06-24,10.3,3187,725.0,-37.92884,145.01518000000004,Southern Metropolitan,6938
10187,Brighton East,167 Thomas St,House,1300000.0,Vendor Bid,2017-06-24,10.3,3187,684.0,-37.90514,145.02524,Southern Metropolitan,6938
10188,Greenvale,21 Destination Dr,House,840500.0,Property sold,2017-06-24,20.4,3059,494.0,-37.61424,144.88705,Northern Metropolitan,4864
10189,Brunswick,40 Blair St,House,900000.0,Vendor Bid,2017-06-24,5.2,3056,191.0,-37.77012,144.96476,Northern Metropolitan,11918
10190,Brighton,3 Champion St,House,2655000.0,Property sold prior,2017-06-24,10.5,3186,697.0,-37.92829,145.00281,Southern Metropolitan,10579
10191,Greenvale,29 Piccadilly Ct,House,810000.0,Property sold prior,2017-06-24,20.4,3059,990.0,-37.6579,144.90523000000005,Northern Metropolitan,4864
10192,Caulfield South,25 Gardenvale Rd,House,1700000.0,Vendor Bid,2017-06-24,8.7,3162,627.0,-37.89918,145.01679,Southern Metropolitan,5051
10193,Hampton,1 Grout St,House,1325000.0,Vendor Bid,2017-06-24,13.8,3188,400.0,-37.93434,145.00816,Southern Metropolitan,5454
10194,Thornbury,243 Darebin Rd,House,1460000.0,Property sold,2017-06-24,7.0,3071,508.0,-37.76499,145.01723,Northern Metropolitan,8870
10195,Thornbury,19 Alston St,House,1250000.0,Property passed in,2017-06-24,7.0,3071,695.0,-37.75506,145.01841000000005,Northern Metropolitan,8870
10196,Thomastown,52 The Boulevard,House,831000.0,Property sold,2017-06-24,15.3,3074,651.0,-37.67856,145.01728,Northern Metropolitan,7955
10197,Thomastown,18 Darebin Dr,House,651000.0,Property sold,2017-06-24,15.3,3074,555.0,-37.68211,145.03204,Northern Metropolitan,7955
10198,Thomastown,2/4 Currajong St,Unit,460000.0,Property sold,2017-06-24,15.3,3074,340.0,-37.67803,145.01769,Northern Metropolitan,7955
10199,Thomastown,15 Charlton Pl,House,632500.0,Property sold,2017-06-24,15.3,3074,536.0,-37.67669,144.99197,Northern Metropolitan,7955
10200,Templestowe Lower,23 Gertrude St,House,1352000.0,Property sold,2017-06-24,12.4,3107,725.0,-37.76472,145.10261,Eastern Metropolitan,5420
10201,Templestowe Lower,20 Fyfe Dr,House,1181000.0,Property sold,2017-06-24,12.4,3107,656.0,-37.77158,145.11816000000005,Eastern Metropolitan,5420
10202,Templestowe,19 Dena Ct,House,1860000.0,Property passed in,2017-06-24,15.5,3106,682.0,-37.7572,145.15456,Eastern Metropolitan,6202
10203,Templestowe,6 Annan Pl,House,1450000.0,Property passed in,2017-06-24,15.5,3106,883.0,-37.76255,145.16233,Eastern Metropolitan,6202
10204,Taylors Lakes,2 Glover Ct,House,716000.0,Property sold,2017-06-24,15.5,3038,684.0,-37.69274,144.76971,Western Metropolitan,5336
10205,Surrey Hills,430 Whitehorse Rd,House,1050000.0,Property sold,2017-06-24,10.2,3127,444.0,-37.81411,145.09055,Southern Metropolitan,5457
10206,Surrey Hills,52 Park Rd,House,2000000.0,Vendor Bid,2017-06-24,10.2,3127,735.0,-37.83583,145.10664,Southern Metropolitan,5457
10207,Sunshine West,1/41 Bardsley St,Unit,518000.0,Property sold,2017-06-24,10.5,3020,322.0,-37.79209,144.82023999999996,Western Metropolitan,6763
10208,Sunshine West,7 Arnold St,House,780000.0,Property sold,2017-06-24,10.5,3020,696.0,-37.78647,144.81319,Western Metropolitan,6763
10209,Sunbury,64 Station St,House,755000.0,Property sold,2017-06-24,31.7,3429,1011.0,-37.58419,144.73188000000005,Western Metropolitan,14092
10210,Strathmore,140 Woodland St,House,1650000.0,Property sold,2017-06-24,8.2,3041,698.0,-37.74246,144.92074,Western Metropolitan,3284
10211,Strathmore,164 Mascoma St,House,883000.0,Property sold,2017-06-24,8.2,3041,534.0,-37.719,144.90634,Western Metropolitan,3284
10212,St Kilda,3 Mitford Pl,House,1650000.0,Property passed in,2017-06-24,5.0,3182,268.0,-37.87294,144.98118,Southern Metropolitan,13240
10213,Thornbury,29 Speight St,House,1000000.0,Property passed in,2017-06-24,7.0,3071,443.0,-37.76219,145.00968,Northern Metropolitan,8870
10214,Thornbury,3 Tharratt St,House,1420000.0,Property sold,2017-06-24,7.0,3071,438.0,-37.75375,145.00846,Northern Metropolitan,8870
10215,Toorak,6/1 Ruabon Rd,Unit,640000.0,Property passed in,2017-06-24,4.1,3142,0.0,-37.84744,145.00783,Southern Metropolitan,7217
10216,Travancore,1/15 Flemington St,Townhouse,856000.0,Property sold,2017-06-24,4.3,3032,326.0,-37.78281,144.93567,Western Metropolitan,1052
10217,Oakleigh South,266 Warrigal Rd,House,1050000.0,Property sold,2017-06-24,15.5,3167,624.0,-37.91489,145.08441000000005,South-Eastern Metropolitan,3692
10218,Ormond,1/276 Grange Rd,House,790000.0,Property sold,2017-06-24,11.4,3204,253.0,-37.90173,145.04466000000005,Southern Metropolitan,3578
10219,Pakenham,69 Willowtree Dr,House,410500.0,Property sold,2017-06-24,47.3,3810,425.0,-38.07474000000001,145.45376000000005,Eastern Victoria,17384
10220,Parkdale,22 Keith St,House,1300000.0,Property sold prior,2017-06-24,21.5,3195,597.0,-37.99232,145.08469,South-Eastern Metropolitan,5087
10221,Yallambie,3 Sirius Ct,House,852000.0,Property sold,2017-06-24,12.7,3085,629.0,-37.73058,145.08705,Northern Metropolitan,1369
10222,Windsor,16 Wrexham Rd,House,2080000.0,Property passed in,2017-06-24,4.6,3181,754.0,-37.85679,145.00089,Southern Metropolitan,4380
10223,Windsor,27 Hornby St,House,957500.0,Property sold,2017-06-24,4.6,3181,136.0,-37.85542,144.99571,Southern Metropolitan,4380
